Symbol,FinalSettlementPrice,EvaluationDate,FirstTradeDate,ErisPAIDate,EffectiveDate,CashFlowAlignmentDate,MaturityDate,NPV (A),FixedNPV,FloatingNPV,Coupon (%),FairCoupon (%),FixedPayment,FloatingPayment,NextFixedPaymentDate,NextFixedPaymentAmount,PreviousFixingDate,PreviousFixingRate,NextFloatingPaymentDate,NextFloatingPaymentAmount,NextFixingDate,PreviousSettlementDate,PreviousSettlementPrice,PreviousErisPAI,FedFundsDate,FedFundsRate (%),AccrualDays,DailyIncrementalErisPAI,AccruedCoupons (B),ErisPAI (C),SettlementPrice (100+A+B-C),RFQ NPV TickSize ($),Nominal,ResetRateDescriptor,InterpolationFactor,HighTradePrice,LowTradePrice,LastTradePrice,DailyContractVolume,Tag55(T),Tag65(T),Tag55(T+1),Tag65(T+1),LastTradeDate,InitialSpeculatorMargin,SecondarySpeculatorMargin,InitialHedgerMargin,SecondaryHedgerMargin,ExchangeSymbol (EX005),BloombergTicker,FirstFixingDate,Category,BenchmarkContractName,PV01,DV01,ShortName,EffectiveYearMonth,UnpaidFixedAccrualStartDate,UnpaidFixedAccrual,UnpaidFloatingAccrualStartDate,UnpaidFloatingAccrual,NetUnpaidFixedFloatingAccrual,NPV(A)lessNetUnpaidFixedFloatingAccrual,AccruedCoupons(B)plusNetUnpaidFixedFloatingAccrual
LIDH20,101.2091,09/26/2019,06/17/2019,06/17/2019,03/18/2020,03/18/2024,03/18/2024,1.2141747473,6.7544540971,-5.5402793498,1.7500000000,1.4354215341,0.0000000000,0.0000000000,09/18/2020,0.8750000000,,,06/18/2020,,03/16/2020,09/25/2019,101.0840,0.0050426069,09/25/2019,1.9000000000,1,0.0000574792,0.0000000000,0.0051000861,101.2090746612,"",100,,,"","","","","","","","",03/15/2024,1128,1025,1025,1025,LID,LIDH20,03/16/2020,"","",38.60,41.79,"",202003,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,1.2141747473,0.0000000000
LIWH20,101.4691,09/26/2019,06/17/2019,06/17/2019,03/18/2020,03/18/2025,03/18/2025,1.4745582207,8.3929397710,-6.9183815503,1.7500000000,1.4425419511,0.0000000000,0.0000000000,09/18/2020,0.8750000000,,,06/18/2020,,03/16/2020,09/25/2019,101.3187,0.0054002178,09/25/2019,1.9000000000,1,0.0000698811,0.0000000000,0.0054700989,101.4690881219,"",100,,,"","","","","","","","",03/17/2025,1375,1250,1250,1250,LIW,LIWH20,03/16/2020,"","",47.96,51.25,"",202003,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,1.4745582207,0.0000000000
LIBH20,103.5018,09/26/2019,06/17/2019,06/17/2019,03/18/2020,03/18/2027,03/18/2027,3.5167876577,13.2649717225,-9.7481840648,2.0000000000,1.4697632635,0.0000000000,0.0000000000,09/18/2020,1.0000000000,,,06/18/2020,,03/16/2020,09/25/2019,103.2982,0.0147796088,09/25/2019,1.9000000000,1,0.0001748512,0.0000000000,0.0149544600,103.5018331977,"",100,,,"","","","","","","","",03/17/2027,1760,1600,1600,1600,LIB,LIBH20,03/16/2020,"","",66.32,70.79,"",202003,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,3.5167876577,0.0000000000
LIYH20,104.4221,09/26/2019,06/17/2019,06/17/2019,03/18/2020,03/18/2030,03/18/2030,4.4368228139,18.5806567605,-14.1438339466,2.0000000000,1.5224256202,0.0000000000,0.0000000000,09/18/2020,1.0000000000,,,06/18/2020,,03/16/2020,09/25/2019,104.0483,0.0145111835,09/25/2019,1.9000000000,1,0.0002144246,0.0000000000,0.0147256081,104.4220972058,"",100,,,"","","","","","","","",03/15/2030,2640,2400,2400,2400,LIY,LIYH20,03/16/2020,"","",92.90,98.52,"",202003,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,4.4368228139,0.0000000000
LIIH20,107.5014,09/26/2019,06/17/2019,06/17/2019,03/18/2020,03/18/2032,03/18/2032,7.5317847742,24.7379712893,-17.2061865151,2.2500000000,1.5649593577,0.0000000000,0.0000000000,09/18/2020,1.1250000000,,,06/18/2020,,03/16/2020,09/25/2019,107.0476,0.0299773632,09/25/2019,1.9000000000,1,0.0003735404,0.0000000000,0.0303509036,107.5014338706,"",100,,,"","","","","","","","",03/17/2032,2750,2500,2500,2500,LII,LIIH20,03/16/2020,"","",109.95,118.17,"",202003,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,7.5317847742,0.0000000000
LILH20,108.5626,09/26/2019,06/17/2019,06/17/2019,03/18/2020,03/18/2035,03/19/2035,8.5944047068,30.2704685497,-21.6760638429,2.2500000000,1.6111790132,0.0000000000,0.0000000000,09/18/2020,1.1250000000,,,06/18/2020,,03/16/2020,09/25/2019,107.9934,0.0313940226,09/25/2019,1.9000000000,1,0.0004235292,0.0000000000,0.0318175518,108.5625871550,"",100,,,"","","","","","","","",03/16/2035,3300,3000,3000,3000,LIL,LILH20,03/16/2020,"","",134.54,144.84,"",202003,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,8.5944047068,0.0000000000
LIOH20,110.0806,09/26/2019,06/17/2019,06/17/2019,03/18/2020,03/18/2040,03/19/2040,10.1148348937,38.9090222319,-28.7941873382,2.2500000000,1.6650873703,0.0000000000,0.0000000000,09/18/2020,1.1250000000,,,06/18/2020,,03/16/2020,09/25/2019,109.3735,0.0337695157,09/25/2019,1.9000000000,1,0.0004964945,0.0000000000,0.0342660102,110.0805688835,"",100,,,"","","","","","","","",03/16/2040,3960,3600,3600,3600,LIO,LIOH20,03/16/2020,"","",172.93,187.12,"",202003,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,10.1148348937,0.0000000000
LIEH20,113.3766,09/26/2019,06/17/2019,06/17/2019,03/18/2020,03/18/2050,03/18/2050,13.4191263206,54.2818896622,-40.8627633416,2.2500000000,1.6937733393,0.0000000000,0.0000000000,09/18/2020,1.1250000000,,,06/18/2020,,03/16/2020,09/25/2019,112.4101,0.0418751332,09/25/2019,1.9000000000,1,0.0006571868,0.0000000000,0.0425323200,113.3765940006,"",100,,,"","","","","","","","",03/17/2050,5280,4800,4800,4800,LIE,LIEH20,03/16/2020,"","",241.25,265.45,"",202003,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,13.4191263206,0.0000000000
LIBZ19,101.7400,09/26/2019,08/05/2019,08/05/2019,12/18/2019,12/18/2026,12/18/2026,1.7464990716,11.6429234573,-9.8964243857,1.7500000000,1.4874908985,0.0000000000,0.0000000000,06/18/2020,0.8750000000,,,03/18/2020,,12/16/2019,09/25/2019,101.5450,0.0064039011,09/25/2019,1.9000000000,1,0.0000818794,0.0000000000,0.0064857805,101.7400132911,"",100,,,"","","","","","","","",12/17/2026,1760,1600,1600,1600,LIB,LIBZ19,12/16/2019,"","",66.53,70.31,"",201912,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,1.7464990716,0.0000000000
LICZ19,100.0120,09/26/2019,08/26/2019,08/26/2019,12/18/2019,12/18/2022,12/19/2022,0.0122990016,4.3846896142,-4.3723906126,1.5000000000,1.4957925181,0.0000000000,0.0000000000,06/18/2020,0.7500000000,,,03/18/2020,,12/16/2019,09/25/2019,99.9200,0.0003383524,09/25/2019,1.9000000000,1,-0.0000042064,0.0000000000,0.0003341460,100.0119648556,"",100,,,"","","","","","","","",12/16/2022,858,780,780,780,LIC,LICZ19,12/16/2019,"","",29.23,31.73,"",201912,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,0.0122990016,0.0000000000
LIDZ19,100.1075,09/26/2019,08/26/2019,08/26/2019,12/18/2019,12/18/2023,12/18/2023,0.1080999786,5.8069185777,-5.6988185991,1.5000000000,1.4720764179,0.0000000000,0.0000000000,06/18/2020,0.7500000000,,,03/18/2020,,12/16/2019,09/25/2019,99.9850,0.0006008656,09/25/2019,1.9000000000,1,-0.0000007601,0.0000000000,0.0006001055,100.1074998730,"",100,,,"","","","","","","","",12/15/2023,1128,1025,1025,1025,LID,LIDZ19,12/16/2019,"","",38.71,41.65,"",201912,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,0.1080999786,0.0000000000
LIWZ19,100.1425,09/26/2019,08/26/2019,08/26/2019,12/18/2019,12/18/2024,12/18/2024,0.1432991084,7.2157090375,-7.0724099292,1.5000000000,1.4702110130,0.0000000000,0.0000000000,06/18/2020,0.7500000000,,,03/18/2020,,12/16/2019,09/25/2019,99.9925,0.0007508487,09/25/2019,1.9000000000,1,-0.0000003537,0.0000000000,0.0007504950,100.1425486133,"",100,,,"","","","","","","","",12/17/2024,1375,1250,1250,1250,LIW,LIWZ19,12/16/2019,"","",48.10,51.05,"",201912,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,0.1432991084,0.0000000000
LIIZ19,101.9779,09/26/2019,08/26/2019,08/26/2019,12/18/2019,12/18/2031,12/18/2031,1.9818215206,19.3060004393,-17.3241789187,1.7500000000,1.5703570091,0.0000000000,0.0000000000,06/18/2020,0.8750000000,,,03/18/2020,,12/16/2019,09/25/2019,101.5388,0.0038321025,09/25/2019,1.9000000000,1,0.0000814193,0.0000000000,0.0039135218,101.9779079988,"",100,,,"","","","","","","","",12/17/2031,2750,2500,2500,2500,LII,LIIZ19,12/16/2019,"","",110.32,114.93,"",201912,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,1.9818215206,0.0000000000
LILZ19,101.8137,09/26/2019,08/26/2019,08/26/2019,12/18/2019,12/18/2034,12/18/2034,1.8172132296,23.6223658361,-21.8051526065,1.7500000000,1.6153766023,0.0000000000,0.0000000000,06/18/2020,0.8750000000,,,03/18/2020,,12/16/2019,09/25/2019,101.2650,0.0034698947,09/25/2019,1.9000000000,1,0.0000669460,0.0000000000,0.0035368407,101.8136763889,"",100,,,"","","","","","","","",12/15/2034,3300,3000,3000,3000,LIL,LILZ19,12/16/2019,"","",134.98,139.93,"",201912,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,1.8172132296,0.0000000000
LIOZ19,101.4161,09/26/2019,08/26/2019,08/26/2019,12/18/2019,12/18/2039,12/19/2039,1.4188534579,30.3722160069,-28.9533625490,1.7500000000,1.6682478634,0.0000000000,0.0000000000,06/18/2020,0.8750000000,,,03/18/2020,,12/16/2019,09/25/2019,100.7396,0.0027552439,09/25/2019,1.9000000000,1,0.0000391773,0.0000000000,0.0027944212,101.4160590368,"",100,,,"","","","","","","","",12/16/2039,3960,3600,3600,3600,LIO,LIOZ19,12/16/2019,"","",173.56,178.86,"",201912,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,1.4188534579,0.0000000000
LIEZ19,101.2800,09/26/2019,08/26/2019,08/26/2019,12/18/2019,12/18/2049,12/20/2049,1.2824997120,42.3804776689,-41.0979779569,1.7500000000,1.6970422558,0.0000000000,0.0000000000,06/18/2020,0.8750000000,,,03/18/2020,,12/16/2019,09/25/2019,100.3800,0.0024948402,09/25/2019,1.9000000000,1,0.0000201875,0.0000000000,0.0025150277,101.2799846843,"",100,,,"","","","","","","","",12/17/2049,5280,4800,4800,4800,LIE,LIEZ19,12/16/2019,"","",242.17,248.62,"",201912,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,1.2824997120,0.0000000000
LIYZ19,99.7150,09/26/2019,09/03/2019,09/03/2019,12/18/2019,12/18/2029,12/18/2029,-0.2858000144,13.9813601508,-14.2671601653,1.5000000000,1.5306622544,0.0000000000,0.0000000000,06/18/2020,0.7500000000,,,03/18/2020,,12/16/2019,09/25/2019,99.3550,-0.0007320883,09/25/2019,1.9000000000,1,-0.0000340787,0.0000000000,-0.0007661670,99.7149661525,"",100,,,"","","","","","","","",12/17/2029,2640,2400,2400,2400,LIY,LIYZ19,12/16/2019,"","",93.21,96.29,"",201912,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,-0.2858000144,0.0000000000
LILM20,98.4882,09/26/2019,09/17/2019,09/17/2019,06/17/2020,06/17/2035,06/18/2035,-1.5130284110,20.1100983712,-21.6231267822,1.5000000000,1.6128558685,0.0000000000,0.0000000000,12/17/2020,0.7500000000,,,09/17/2020,,06/15/2020,09/25/2019,97.9434,-0.0011382208,09/25/2019,1.9000000000,1,-0.0001086036,0.0000000000,-0.0012468244,98.4882184134,"",100,,,"","","","","","","","",06/15/2035,3300,3000,3000,3000,LIL,LILM20,06/15/2020,"","",134.07,136.21,"",202006,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,-1.5130284110,0.0000000000
LIOM20,97.1387,09/26/2019,09/17/2019,09/17/2019,06/17/2020,06/17/2040,06/18/2040,-2.8633358129,25.8462056593,-28.7095414722,1.5000000000,1.6661754060,0.0000000000,0.0000000000,12/17/2020,0.7500000000,,,09/17/2020,,06/15/2020,09/25/2019,96.4802,-0.0018554410,09/25/2019,1.9000000000,1,-0.0001858656,0.0000000000,-0.0020413066,97.1387054937,"",100,,,"","","","","","","","",06/15/2040,3960,3600,3600,3600,LIO,LIOM20,06/15/2020,"","",172.31,173.02,"",202006,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,-2.8633358129,0.0000000000
LIYM20,97.4726,09/26/2019,09/17/2019,09/17/2019,06/17/2020,06/17/2030,06/17/2030,-2.5289596670,11.5749478873,-14.1039075543,1.2500000000,1.5231070251,0.0000000000,0.0000000000,12/17/2020,0.6250000000,,,09/17/2020,,06/15/2020,09/25/2019,97.1057,-0.0014296264,09/25/2019,1.9000000000,1,-0.0001528306,0.0000000000,-0.0015824570,97.4726227901,"",100,,,"","","","","","","","",06/14/2030,2640,2400,2400,2400,LIY,LIYM20,06/15/2020,"","",92.60,94.20,"",202006,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,-2.5289596670,0.0000000000
LIEM20,95.3478,09/26/2019,09/17/2019,09/17/2019,06/17/2020,06/17/2050,06/17/2050,-4.6553128764,36.0563476843,-40.7116605608,1.5000000000,1.6936682377,0.0000000000,0.0000000000,12/17/2020,0.7500000000,,,09/17/2020,,06/15/2020,09/25/2019,94.4834,-0.0028371350,09/25/2019,1.9000000000,1,-0.0002913027,0.0000000000,-0.0031284377,95.3478155612,"",100,,,"","","","","","","","",06/16/2050,5280,4800,4800,4800,LIE,LIEM20,06/15/2020,"","",240.38,237.82,"",202006,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,-4.6553128764,0.0000000000
LICM20,98.7936,09/26/2019,09/17/2019,09/17/2019,06/17/2020,06/17/2023,06/19/2023,-1.2071128551,2.9085218090,-4.1156346641,1.0000000000,1.4150262348,0.0000000000,0.0000000000,12/17/2020,0.5000000000,,,09/17/2020,,06/15/2020,09/25/2019,98.6960,-0.0006023450,09/25/2019,1.9000000000,1,-0.0000688521,0.0000000000,-0.0006711971,98.7935583419,"",100,,,"","","","","","","","",06/16/2023,858,780,780,780,LIC,LICM20,06/15/2020,"","",29.09,31.28,"",202006,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,-1.2071128551,0.0000000000
LIIM20,96.5357,09/26/2019,09/17/2019,09/17/2019,06/17/2020,06/17/2032,06/17/2032,-3.4664057798,13.6969851223,-17.1633909021,1.2500000000,1.5663475163,0.0000000000,0.0000000000,12/17/2020,0.6250000000,,,09/17/2020,,06/15/2020,09/25/2019,96.1016,-0.0019111954,09/25/2019,1.9000000000,1,-0.0002058519,0.0000000000,-0.0021170473,96.5357112675,"",100,,,"","","","","","","","",06/16/2032,2750,2500,2500,2500,LII,LIIM20,06/15/2020,"","",109.58,110.43,"",202006,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,-3.4664057798,0.0000000000
LIDM20,98.3880,09/26/2019,09/17/2019,09/17/2019,06/17/2020,06/17/2024,06/17/2024,-1.6128863839,3.8483091613,-5.4611955452,1.0000000000,1.4191155950,0.0000000000,0.0000000000,12/17/2020,0.5000000000,,,09/17/2020,,06/15/2020,09/25/2019,98.2637,-0.0008044617,09/25/2019,1.9000000000,1,-0.0000916821,0.0000000000,-0.0008961438,98.3880097598,"",100,,,"","","","","","","","",06/14/2024,1128,1025,1025,1025,LID,LIDM20,06/15/2020,"","",38.48,40.80,"",202006,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,-1.6128863839,0.0000000000
LIWM20,99.1310,09/26/2019,09/17/2019,09/17/2019,06/17/2020,06/17/2025,06/17/2025,-0.8695536111,5.9770906116,-6.8466442227,1.2500000000,1.4318513528,0.0000000000,0.0000000000,12/17/2020,0.6250000000,,,09/17/2020,,06/15/2020,09/25/2019,98.9848,-0.0005056289,09/25/2019,1.9000000000,1,-0.0000536058,0.0000000000,-0.0005592347,99.1310056236,"",100,,,"","","","","","","","",06/16/2025,1375,1250,1250,1250,LIW,LIWM20,06/15/2020,"","",47.82,50.32,"",202006,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,-0.8695536111,0.0000000000
LIBM20,98.5857,09/26/2019,09/17/2019,09/17/2019,06/17/2020,06/17/2027,06/17/2027,-1.4152496952,8.2650734407,-9.6803231360,1.2500000000,1.4640407017,0.0000000000,0.0000000000,12/17/2020,0.6250000000,,,09/17/2020,,06/15/2020,09/25/2019,98.3799,-0.0008218933,09/25/2019,1.9000000000,1,-0.0000855504,0.0000000000,-0.0009074437,98.5856577485,"",100,,,"","","","","","","","",06/16/2027,1760,1600,1600,1600,LIB,LIBM20,06/15/2020,"","",66.12,68.45,"",202006,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,-1.4152496952,0.0000000000
LITM20,99.1586,09/26/2019,09/17/2019,09/17/2019,06/17/2020,06/17/2022,06/17/2022,-0.8418916965,1.9467161333,-2.7886078297,1.0000000000,1.4324676218,0.0000000000,0.0000000000,12/17/2020,0.5000000000,,,09/17/2020,,06/15/2020,09/25/2019,99.1044,-0.0004149476,09/25/2019,1.9000000000,1,-0.0000472911,0.0000000000,-0.0004622387,99.1585705422,"",100,,,"","","","","","","","",06/16/2022,594,540,540,540,LIT,LITM20,06/15/2020,"","",19.47,22.58,"",202006,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,-0.8418916965,0.0000000000
