Symbol,FinalSettlementPrice,EvaluationDate,FirstTradeDate,ErisPAIDate,EffectiveDate,CashFlowAlignmentDate,MaturityDate,NPV (A),FixedNPV,FloatingNPV,Coupon (%),FairCoupon (%),FixedPayment,FloatingPayment,NextFixedPaymentDate,NextFixedPaymentAmount,PreviousFixingDate,PreviousFixingRate,NextFloatingPaymentDate,NextFloatingPaymentAmount,NextFixingDate,PreviousSettlementDate,PreviousSettlementPrice,PreviousErisPAI,FedFundsDate,FedFundsRate (%),AccrualDays,DailyIncrementalErisPAI,AccruedCoupons (B),ErisPAI (C),SettlementPrice (100+A+B-C),RFQ NPV TickSize ($),Nominal,ResetRateDescriptor,InterpolationFactor,HighTradePrice,LowTradePrice,LastTradePrice,DailyContractVolume,Tag55(T),Tag65(T),Tag55(T+1),Tag65(T+1),LastTradeDate,InitialSpeculatorMargin,SecondarySpeculatorMargin,InitialHedgerMargin,SecondaryHedgerMargin,ExchangeSymbol (EX005),BloombergTicker,FirstFixingDate,Category,BenchmarkContractName,PV01,DV01,ShortName,EffectiveYearMonth,UnpaidFixedAccrualStartDate,UnpaidFixedAccrual,UnpaidFloatingAccrualStartDate,UnpaidFloatingAccrual,NetUnpaidFixedFloatingAccrual,NPV(A)lessNetUnpaidFixedFloatingAccrual,AccruedCoupons(B)plusNetUnpaidFixedFloatingAccrual
LIOU18,113.9317,09/26/2019,03/19/2018,03/19/2018,09/19/2018,09/19/2038,09/20/2038,13.8986751228,41.6716853853,-27.7730102625,2.5000000000,1.6661799256,0.0000000000,0.0000000000,03/19/2020,1.2500000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,113.2410,-0.1147227519,09/25/2019,1.9000000000,1,0.0006970529,-0.0810498611,-0.1140256990,113.9316509607,"",100,2M-3M,1.0000000000,"","","","","","","","",09/17/2038,3960,3600,3600,3600,LIO,LIOU18,09/17/2018,"","",166.69,181.13,"",201809,09/19/2019,0.0486111111,09/19/2019,0.0420803056,0.0065308056,13.8921443172,-0.0745190555
LIIZ18,115.0983,09/26/2019,06/18/2018,06/18/2018,12/19/2018,12/19/2030,12/19/2030,15.7068922819,32.0423336031,-16.3354413212,3.0000000000,1.5294243101,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,114.6719,0.1179038646,09/25/2019,1.9000000000,1,0.0008064264,-0.4898658333,0.1187102910,115.0983161577,"",100,2M-3M,1.0000000000,"","","","","","","","",12/18/2030,2750,2500,2500,2500,LII,LIIZ18,12/17/2018,"","",106.81,113.80,"",201812,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,14.9406392541,0.2763871945
LILZ18,118.0731,09/26/2019,06/18/2018,06/18/2018,12/19/2018,12/19/2033,12/19/2033,18.6908343876,39.5606349516,-20.8698005640,3.0000000000,1.5826187261,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,117.5237,0.1269196268,09/25/2019,1.9000000000,1,0.0009574169,-0.4898658333,0.1278770437,118.0730915107,"",100,2M-3M,1.0000000000,"","","","","","","","",12/16/2033,3300,3000,3000,3000,LIL,LILZ18,12/17/2018,"","",131.87,143.33,"",201812,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,17.9245813598,0.2763871945
LIOZ18,122.5626,09/26/2019,06/18/2018,06/18/2018,12/19/2018,12/19/2038,12/20/2038,23.1984221337,51.3194327030,-28.1210105693,3.0000000000,1.6438808316,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,121.8384,0.1448159371,09/25/2019,1.9000000000,1,0.0011860776,-0.4898658333,0.1460020147,122.5625542857,"",100,2M-3M,1.0000000000,"","","","","","","","",12/17/2038,3960,3600,3600,3600,LIO,LIOZ18,12/17/2018,"","",171.06,191.29,"",201812,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,22.4321691059,0.2763871945
LIIH19,115.3192,09/26/2019,09/17/2018,09/17/2018,03/20/2019,03/20/2031,03/20/2031,15.2225802270,31.9333361903,-16.7107559634,3.0000000000,1.5699038645,0.0000000000,0.0000000000,03/20/2020,1.5000000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,114.8831,0.1198660566,09/25/2019,1.9000000000,1,0.0007803541,0.2173002222,0.1206464107,115.3192340385,"",100,2M-3M,1.0000000000,"","","","","","","","",03/19/2031,2750,2500,2500,2500,LII,LIIH19,03/18/2019,"","",106.44,116.27,"",201903,09/20/2019,0.0500000000,09/20/2019,0.0359313333,0.0140686667,15.2085115603,0.2313688889
LILH19,118.2763,09/26/2019,09/17/2018,09/17/2018,03/20/2019,03/20/2034,03/20/2034,18.1900173422,39.4214365783,-21.2314192361,3.0000000000,1.6157264483,0.0000000000,0.0000000000,03/20/2020,1.5000000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,117.7165,0.1301200733,09/25/2019,1.9000000000,1,0.0009304338,0.2173002222,0.1310505071,118.2762670572,"",100,2M-3M,1.0000000000,"","","","","","","","",03/17/2034,3300,3000,3000,3000,LIL,LILH19,03/18/2019,"","",131.40,145.75,"",201903,09/20/2019,0.0500000000,09/20/2019,0.0359313333,0.0140686667,18.1759486755,0.2313688889
LIOH19,122.7402,09/26/2019,09/17/2018,09/17/2018,03/20/2019,03/20/2039,03/21/2039,22.6731837375,51.1324844443,-28.4593007068,3.0000000000,1.6697389741,0.0000000000,0.0000000000,03/20/2020,1.5000000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,122.0089,0.1491548985,09/25/2019,1.9000000000,1,0.0011579849,0.2173002222,0.1503128834,122.7401710763,"",100,2M-3M,1.0000000000,"","","","","","","","",03/18/2039,3960,3600,3600,3600,LIO,LIOH19,03/18/2019,"","",170.44,193.64,"",201903,09/20/2019,0.0500000000,09/20/2019,0.0359313333,0.0140686667,22.6591150708,0.2313688889
LIIM19,115.4724,09/26/2019,11/30/2018,11/30/2018,06/19/2019,06/19/2031,06/19/2031,16.2193599489,33.3204999301,-17.1011399813,3.0000000000,1.5396953843,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,115.0267,0.1280346975,09/25/2019,1.9000000000,1,0.0008324547,-0.6180611111,0.1288671522,115.4724316856,"",100,2M-3M,1.0000000000,"","","","","","","","",06/18/2031,2750,2500,2500,2500,LII,LIIM19,06/17/2019,"","",111.07,118.75,"",201906,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,15.4531069211,0.1481919167
LILM19,118.4103,09/26/2019,11/30/2018,11/30/2018,06/19/2019,06/19/2034,06/19/2034,19.1711991242,40.7790421325,-21.6078430083,3.0000000000,1.5896285355,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,117.8402,0.1418106621,09/25/2019,1.9000000000,1,0.0009816693,-0.6180611111,0.1427923314,118.4103456817,"",100,2M-3M,1.0000000000,"","","","","","","","",06/16/2034,3300,3000,3000,3000,LIL,LILM19,06/17/2019,"","",135.93,148.18,"",201906,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,18.4049460964,0.1481919167
LIOM19,122.8479,09/26/2019,11/30/2018,11/30/2018,06/19/2019,06/19/2039,06/20/2039,23.6324840154,52.4433679784,-28.8108839630,3.0000000000,1.6481140556,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,122.1097,0.1653252528,09/25/2019,1.9000000000,1,0.0012082445,-0.6180611111,0.1665334973,122.8478894069,"",100,2M-3M,1.0000000000,"","","","","","","","",06/17/2039,3960,3600,3600,3600,LIO,LIOM19,06/17/2019,"","",174.81,196.00,"",201906,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,22.8662309876,0.1481919167
LIDU16,99.6036,09/26/2019,04/01/2016,04/01/2016,09/21/2016,09/21/2020,09/21/2020,-0.1192039303,1.7199457795,-1.8391497097,1.7500000000,1.8712868920,0.0000000000,0.0000000000,03/23/2020,0.8750000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,99.5844,-0.0428993295,09/25/2019,1.9000000000,1,-0.0000072998,-0.3201512778,-0.0429066293,99.6035514213,"",100,2M-3M,1.0000000000,"","","","","","","","",09/18/2020,264,240,240,240,LID,LIDU16,09/19/2016,"","",9.83,7.50,"",201609,09/23/2019,0.0145833333,09/23/2019,0.0179906667,-0.0034073333,-0.1157965970,-0.3235586111
LIWU16,101.1391,09/26/2019,04/01/2016,04/01/2016,09/21/2016,09/21/2021,09/21/2021,0.6755720310,3.9176259967,-3.2420539657,2.0000000000,1.6551115233,0.0000000000,0.0000000000,03/23/2020,1.0000000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,101.0933,-0.0323549169,09/25/2019,1.9000000000,1,0.0000332323,0.4312376111,-0.0323216846,101.1391313267,"",100,2M-3M,1.0000000000,"","","","","","","","",09/20/2021,528,480,480,480,LIW,LIWU16,09/19/2016,"","",19.59,19.49,"",201609,09/23/2019,0.0166666667,09/23/2019,0.0179906667,-0.0013240000,0.6768960310,0.4299136111
LIBU16,104.0275,09/26/2019,04/01/2016,04/01/2016,09/21/2016,09/21/2023,09/21/2023,2.8345082212,8.7237632878,-5.8892550667,2.2500000000,1.5189343707,0.0000000000,0.0000000000,03/23/2020,1.1250000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,103.9102,-0.0105102442,09/25/2019,1.9000000000,1,0.0001434009,1.1826264999,-0.0103668433,104.0275015644,"",100,2M-3M,1.0000000000,"","","","","","","","",09/20/2023,1100,1000,1000,1000,LIB,LIBU16,09/19/2016,"","",38.77,39.79,"",201609,09/23/2019,0.0187500000,09/23/2019,0.0179906667,0.0007593333,2.8337488879,1.1833858332
LIYU16,106.1766,09/26/2019,04/01/2016,04/01/2016,09/21/2016,09/21/2026,09/21/2026,4.9337982306,15.0024529797,-10.0686547491,2.2500000000,1.5100512707,0.0000000000,0.0000000000,03/23/2020,1.1250000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,105.9885,-0.0604534711,09/25/2019,1.9000000000,1,0.0002504538,1.1826264999,-0.0602030173,106.1766277478,"",100,2M-3M,1.0000000000,"","","","","","","","",09/18/2026,1804,1640,1640,1640,LIY,LIYU16,09/19/2016,"","",66.68,69.18,"",201609,09/23/2019,0.0187500000,09/23/2019,0.0179906667,0.0007593333,4.9330388973,1.1833858332
LIIU16,110.1473,09/26/2019,04/01/2016,04/01/2016,09/21/2016,09/21/2028,09/21/2028,8.2243992552,21.1649736910,-12.9405744358,2.5000000000,1.5285365605,0.0000000000,0.0000000000,03/23/2020,1.2500000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,109.8484,0.0107424002,09/25/2019,1.9000000000,1,0.0004182712,1.9340153888,0.0111606714,110.1472539726,"",100,2M-3M,1.0000000000,"","","","","","","","",09/20/2028,2750,2500,2500,2500,LII,LIIU16,09/19/2016,"","",84.66,89.29,"",201609,09/23/2019,0.0208333333,09/23/2019,0.0179906667,0.0028426667,8.2215565885,1.9368580555
LILU16,112.1511,09/26/2019,04/01/2016,04/01/2016,09/21/2016,09/21/2031,09/22/2031,10.1877507359,27.6629843157,-17.4752335798,2.5000000000,1.5792975715,0.0000000000,0.0000000000,03/23/2020,1.2500000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,111.7055,-0.0298109270,09/25/2019,1.9000000000,1,0.0005141427,1.9340153888,-0.0292967843,112.1510629090,"",100,2M-3M,1.0000000000,"","","","","","","","",09/19/2031,3300,3000,3000,3000,LIL,LILU16,09/19/2016,"","",110.65,117.84,"",201609,09/23/2019,0.0208333333,09/23/2019,0.0179906667,0.0028426667,10.1849080692,1.9368580555
LIOU16,114.9358,09/26/2019,04/01/2016,04/01/2016,09/21/2016,09/21/2036,09/22/2036,12.9142969746,37.8168221608,-24.9025251862,2.5000000000,1.6462597703,0.0000000000,0.0000000000,03/23/2020,1.2500000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,114.3022,-0.0880903922,09/25/2019,1.9000000000,1,0.0006481150,1.9340153888,-0.0874422772,114.9357546406,"",100,2M-3M,1.0000000000,"","","","","","","","",09/19/2036,3960,3600,3600,3600,LIO,LIOU16,09/19/2016,"","",151.27,163.49,"",201609,09/23/2019,0.0208333333,09/23/2019,0.0179906667,0.0028426667,12.9114543079,1.9368580555
LIEU16,126.0546,09/26/2019,04/01/2016,04/01/2016,09/21/2016,09/21/2046,09/21/2046,23.4767198040,61.4280851076,-37.9513653036,2.7500000000,1.6989989905,0.0000000000,0.0000000000,03/23/2020,1.3750000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,125.1301,0.1063309340,09/25/2019,1.9000000000,1,0.0011901905,2.6854042777,0.1075211245,126.0546029572,"",100,2M-3M,1.0000000000,"","","","","","","","",09/20/2046,5280,4800,4800,4800,LIE,LIEU16,09/19/2016,"","",223.37,255.76,"",201609,09/23/2019,0.0229166667,09/23/2019,0.0179906667,0.0049260000,23.4717938040,2.6903302777
LICZ16,97.9094,09/26/2019,06/30/2016,06/30/2016,12/21/2016,12/21/2019,12/23/2019,0.0858523268,0.6291944680,-0.5433421413,1.2500000000,1.0794400000,0.0000000000,0.0000000000,12/23/2019,0.6319444444,09/19/2019,0.0215888000,12/23/2019,0.5457168889,,09/25/2019,97.9094,-0.0609058736,09/25/2019,1.9000000000,1,0.0000045307,-2.2373152501,-0.0609013429,97.9094384195,"",100,2M-3M,1.0000000000,"","","","","","","","",12/20/2019,17,15,15,15,LIC,LICZ16,12/19/2016,"","",5.03,0.00,"",201612,06/21/2019,0.3298611111,09/23/2019,0.0179906667,0.3118704444,-0.2260181176,-1.9254448057
LIDZ16,97.5289,09/26/2019,06/30/2016,06/30/2016,12/21/2016,12/21/2020,12/21/2020,-0.3504468139,1.8535577435,-2.2040045574,1.2500000000,1.4863338930,0.0000000000,0.0000000000,12/23/2019,0.6319444444,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,97.5010,-0.1166120391,09/25/2019,1.9000000000,1,-0.0000199631,-2.2373152501,-0.1166320022,97.5288699382,"",100,2M-3M,1.0000000000,"","","","","","","","",12/18/2020,341,310,310,310,LID,LIDZ16,12/19/2016,"","",14.83,9.94,"",201612,06/21/2019,0.3298611111,09/23/2019,0.0179906667,0.3118704444,-0.6623172583,-1.9254448057
LIWZ16,98.6249,09/26/2019,06/30/2016,06/30/2016,12/21/2016,12/21/2021,12/21/2021,0.1098942046,3.6840095423,-3.5741153377,1.5000000000,1.4552549186,0.0000000000,0.0000000000,12/23/2019,0.7583333333,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,98.5773,-0.1273243174,09/25/2019,1.9000000000,1,0.0000032884,-1.6123152501,-0.1273210290,98.6248999835,"",100,2M-3M,1.0000000000,"","","","","","","","",12/20/2021,578,525,525,525,LIW,LIWZ16,12/19/2016,"","",24.56,23.14,"",201612,06/21/2019,0.3958333333,09/23/2019,0.0179906667,0.3778426667,-0.2679484621,-1.2344725834
LIBZ16,100.5835,09/26/2019,06/30/2016,06/30/2016,12/21/2016,12/21/2023,12/21/2023,1.4211575525,7.6453262442,-6.2241686917,1.7500000000,1.4246998575,0.0000000000,0.0000000000,12/23/2019,0.8847222222,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,100.4605,-0.1497117107,09/25/2019,1.9000000000,1,0.0000685101,-0.9873152501,-0.1496432006,100.5834855030,"",100,2M-3M,1.0000000000,"","","","","","","","",12/20/2023,1155,1050,1050,1050,LIB,LIBZ16,12/19/2016,"","",43.69,41.86,"",201612,06/21/2019,0.4618055556,09/23/2019,0.0179906667,0.4438148889,0.9773426636,-0.5435003612
LIYZ16,101.3669,09/26/2019,06/30/2016,06/30/2016,12/21/2016,12/21/2026,12/21/2026,2.0905651957,12.5129960920,-10.4224308963,1.7500000000,1.4576248514,0.0000000000,0.0000000000,12/23/2019,0.8847222222,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,101.1717,-0.2637882330,09/25/2019,1.9000000000,1,0.0001000269,-0.9873152501,-0.2636882061,101.3669381516,"",100,2M-3M,1.0000000000,"","","","","","","","",12/18/2026,1826,1660,1660,1660,LIY,LIYZ16,12/19/2016,"","",71.50,70.28,"",201612,06/21/2019,0.4618055556,09/23/2019,0.0179906667,0.4438148889,1.6467503068,-0.5435003612
LIIZ16,104.4468,09/26/2019,06/30/2016,06/30/2016,12/21/2016,12/21/2028,12/21/2028,4.5768619513,17.8839134741,-13.3070515227,2.0000000000,1.4881587905,0.0000000000,0.0000000000,12/23/2019,1.0111111111,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,104.1382,-0.2324945482,09/25/2019,1.9000000000,1,0.0002252541,-0.3623152501,-0.2322692941,104.4468159954,"",100,2M-3M,1.0000000000,"","","","","","","","",12/20/2028,2750,2500,2500,2500,LII,LIIZ16,12/19/2016,"","",89.42,89.62,"",201612,06/21/2019,0.5277777778,09/23/2019,0.0179906667,0.5097871111,4.0670748402,0.1474718610
LILZ16,105.1721,09/26/2019,06/30/2016,06/30/2016,12/21/2016,12/21/2031,12/22/2031,5.2066989305,23.0619277341,-17.8552288037,2.0000000000,1.5484593491,0.0000000000,0.0000000000,12/23/2019,1.0111111111,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,104.7276,-0.3279997185,09/25/2019,1.9000000000,1,0.0002513250,-0.3623152501,-0.3277483935,105.1721320739,"",100,2M-3M,1.0000000000,"","","","","","","","",12/19/2031,3300,3000,3000,3000,LIL,LILZ16,12/19/2016,"","",115.31,116.67,"",201612,06/21/2019,0.5277777778,09/23/2019,0.0179906667,0.5097871111,4.6969118194,0.1474718610
LIOZ16,110.3297,09/26/2019,06/30/2016,06/30/2016,12/21/2016,12/21/2036,12/22/2036,9.7829501211,35.0464315208,-25.2634813998,2.2500000000,1.6219292716,0.0000000000,0.0000000000,12/23/2019,1.1375000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,109.6992,-0.2845915024,09/25/2019,1.9000000000,1,0.0004830163,0.2626847499,-0.2841084861,110.3297433571,"",100,2M-3M,1.0000000000,"","","","","","","","",12/19/2036,3960,3600,3600,3600,LIO,LIOZ16,12/19/2016,"","",155.76,162.44,"",201612,06/21/2019,0.5937500000,09/23/2019,0.0179906667,0.5757593333,9.2071907878,0.8384440832
LIEZ16,113.6442,09/26/2019,06/30/2016,06/30/2016,12/21/2016,12/21/2046,12/21/2046,12.9656301911,51.2071257304,-38.2414955393,2.2500000000,1.6803006171,0.0000000000,0.0000000000,12/23/2019,1.1375000000,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,112.7649,-0.4165154386,09/25/2019,1.9000000000,1,0.0006378574,0.2626847499,-0.4158775812,113.6441925222,"",100,2M-3M,1.0000000000,"","","","","","","","",12/20/2046,5280,4800,4800,4800,LIE,LIEZ16,12/19/2016,"","",227.59,243.25,"",201612,06/21/2019,0.5937500000,09/23/2019,0.0179906667,0.5757593333,12.3898708578,0.8384440832
LICH17,98.4651,09/26/2019,09/30/2016,09/30/2016,03/15/2017,03/15/2020,03/16/2020,-0.2871375743,0.7440135554,-1.0311511297,1.5000000000,2.0788958526,0.0000000000,0.0000000000,03/16/2020,0.7500000000,09/12/2019,0.0211850000,12/16/2019,0.5355097222,12/12/2019,09/25/2019,98.4602,-0.0529276244,09/25/2019,1.9000000000,1,-0.0000154116,-1.3006752779,-0.0529430360,98.4651301838,"",100,2M-3M,1.0000000000,"","","","","","","","",03/13/2020,50,45,45,45,LIC,LICH17,03/13/2017,"","",4.96,2.51,"",201703,09/16/2019,0.0416666667,09/16/2019,0.0588472222,-0.0171805556,-0.2699570187,-1.3178558335
LIDH17,98.4393,09/26/2019,09/30/2016,09/30/2016,03/15/2017,03/15/2021,03/15/2021,-0.3559990371,2.2129905565,-2.5689895936,1.5000000000,1.7413017778,0.0000000000,0.0000000000,03/16/2020,0.7500000000,09/12/2019,0.0211850000,12/16/2019,0.5355097222,12/12/2019,09/25/2019,98.4034,-0.0959919218,09/25/2019,1.9000000000,1,-0.0000206844,-1.3006752779,-0.0960126062,98.4393382912,"",100,2M-3M,1.0000000000,"","","","","","","","",03/12/2021,418,380,380,380,LID,LIDH17,03/13/2017,"","",14.75,12.43,"",201703,09/16/2019,0.0416666667,09/16/2019,0.0588472222,-0.0171805556,-0.3388184815,-1.3178558335
LIWH17,98.5965,09/26/2019,09/30/2016,09/30/2016,03/15/2017,03/15/2022,03/15/2022,-0.2405208545,3.6688406890,-3.9093615435,1.5000000000,1.5983365898,0.0000000000,0.0000000000,03/16/2020,0.7500000000,09/12/2019,0.0211850000,12/16/2019,0.5355097222,12/12/2019,09/25/2019,98.5424,-0.1376931311,09/25/2019,1.9000000000,1,-0.0000155503,-1.3006752779,-0.1377086814,98.5965125490,"",100,2M-3M,1.0000000000,"","","","","","","","",03/14/2022,633,575,575,575,LIW,LIWH17,03/13/2017,"","",24.46,25.77,"",201703,09/16/2019,0.0416666667,09/16/2019,0.0588472222,-0.0171805556,-0.2233402989,-1.3178558335
LIBH17,100.5334,09/26/2019,09/30/2016,09/30/2016,03/15/2017,03/15/2024,03/15/2024,1.0483227162,7.6183436439,-6.5700209277,1.7500000000,1.5091911262,0.0000000000,0.0000000000,03/16/2020,0.8750000000,09/12/2019,0.0211850000,12/16/2019,0.5355097222,12/12/2019,09/25/2019,100.4037,-0.1601444325,09/25/2019,1.9000000000,1,0.0000484775,-0.6749808335,-0.1600959550,100.5334378377,"",100,2M-3M,1.0000000000,"","","","","","","","",03/14/2024,1210,1100,1100,1100,LIB,LIBH17,03/13/2017,"","",43.53,44.29,"",201703,09/16/2019,0.0486111111,09/16/2019,0.0588472222,-0.0102361111,1.0585588273,-0.6852169446
LIYH17,101.2935,09/26/2019,09/30/2016,09/30/2016,03/15/2017,03/15/2027,03/15/2027,1.6936545203,12.4712646462,-10.7776101259,1.7500000000,1.5123420323,0.0000000000,0.0000000000,03/16/2020,0.8750000000,09/12/2019,0.0211850000,12/16/2019,0.5355097222,12/12/2019,09/25/2019,101.0869,-0.2748762286,09/25/2019,1.9000000000,1,0.0000784825,-0.6749808335,-0.2747977461,101.2934714329,"",100,2M-3M,1.0000000000,"","","","","","","","",03/12/2027,1892,1720,1720,1720,LIY,LIYH17,03/13/2017,"","",71.26,72.59,"",201703,09/16/2019,0.0486111111,09/16/2019,0.0588472222,-0.0102361111,1.7038906314,-0.6852169446
LIIH17,104.3419,09/26/2019,09/30/2016,09/30/2016,03/15/2017,03/15/2029,03/15/2029,4.1473518913,17.8239152475,-13.6765633562,2.0000000000,1.5346306540,0.0000000000,0.0000000000,03/16/2020,1.0000000000,09/12/2019,0.0211850000,12/16/2019,0.5355097222,12/12/2019,09/25/2019,104.0191,-0.2440697739,09/25/2019,1.9000000000,1,0.0002018398,-0.0492863890,-0.2438679341,104.3419334364,"",100,2M-3M,1.0000000000,"","","","","","","","",03/14/2029,2750,2500,2500,2500,LII,LIIH17,03/13/2017,"","",89.12,91.92,"",201703,09/16/2019,0.0555555556,09/16/2019,0.0588472222,-0.0032916667,4.1506435580,-0.0525780557
LILH17,105.0330,09/26/2019,09/30/2016,09/30/2016,03/15/2017,03/15/2032,03/15/2032,4.7434895215,22.9783094242,-18.2348199028,2.0000000000,1.5871332887,0.0000000000,0.0000000000,03/16/2020,1.0000000000,09/12/2019,0.0211850000,12/16/2019,0.5355097222,12/12/2019,09/25/2019,104.5801,-0.3390713987,09/25/2019,1.9000000000,1,0.0002264314,-0.0492863890,-0.3388449673,105.0330480997,"",100,2M-3M,1.0000000000,"","","","","","","","",03/12/2032,3300,3000,3000,3000,LIL,LILH17,03/13/2017,"","",114.89,118.87,"",201703,09/16/2019,0.0555555556,09/16/2019,0.0588472222,-0.0032916667,4.7467811882,-0.0525780557
LIOH17,110.1703,09/26/2019,09/30/2016,09/30/2016,03/15/2017,03/15/2037,03/16/2037,9.2977343709,34.9235635842,-25.6258292133,2.2500000000,1.6509803071,0.0000000000,0.0000000000,03/16/2020,1.1250000000,09/12/2019,0.0211850000,12/16/2019,0.5355097222,12/12/2019,09/25/2019,109.5330,-0.2966441429,09/25/2019,1.9000000000,1,0.0004570515,0.5764080554,-0.2961870914,110.1703295177,"",100,2M-3M,1.0000000000,"","","","","","","","",03/13/2037,3960,3600,3600,3600,LIO,LIOH17,03/13/2017,"","",155.22,164.58,"",201703,09/16/2019,0.0625000000,09/16/2019,0.0588472222,0.0036527778,9.2940815931,0.5800608332
LIEH17,113.4915,09/26/2019,09/30/2016,09/30/2016,03/15/2017,03/15/2047,03/15/2047,12.4872592155,51.0255229506,-38.5382637351,2.2500000000,1.6993670695,0.0000000000,0.0000000000,03/16/2020,1.1250000000,09/12/2019,0.0211850000,12/16/2019,0.5355097222,12/12/2019,09/25/2019,112.6050,-0.4284607865,09/25/2019,1.9000000000,1,0.0006122307,0.5764080554,-0.4278485558,113.4915158267,"",100,2M-3M,1.0000000000,"","","","","","","","",03/14/2047,5280,4800,4800,4800,LIE,LIEH17,03/13/2017,"","",226.78,245.20,"",201703,09/16/2019,0.0625000000,09/16/2019,0.0588472222,0.0036527778,12.4836064377,0.5800608332
LICM17,97.5615,09/26/2019,12/30/2016,12/30/2016,06/21/2017,06/21/2020,06/22/2020,-0.2091026578,1.2433624652,-1.4524651231,1.2500000000,1.4602189262,0.0000000000,0.0000000000,12/23/2019,0.6319444444,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,97.5499,-0.0899628423,09/25/2019,1.9000000000,1,-0.0000116443,-2.3194014723,-0.0899744866,97.5614703565,"",100,2M-3M,1.0000000000,"","","","","","","","",06/19/2020,99,90,90,90,LIC,LICM17,06/19/2017,"","",9.95,4.99,"",201706,06/21/2019,0.3298611111,09/23/2019,0.0179906667,0.3118704444,-0.5209731022,-2.0075310279
LIWM17,97.3144,09/26/2019,12/30/2016,12/30/2016,06/21/2017,06/21/2022,06/21/2022,-0.5604596180,3.6730363827,-4.2334960007,1.2500000000,1.4407344359,0.0000000000,0.0000000000,12/23/2019,0.6319444444,09/19/2019,0.0215888000,12/23/2019,0.5457168889,12/19/2019,09/25/2019,97.2484,-0.1942589845,09/25/2019,1.9000000000,1,-0.0000330646,-2.3194014723,-0.1942920491,97.3144309588,"",100,2M-3M,1.0000000000,"","","","","","","","",06/20/2022,737,670,670,670,LIW,LIWM17,06/19/2017,"","",29.38,27.62,"",201706,06/21/2019,0.3298611111,09/23/2019,0.0179906667,0.3118704444,-0.8723300624,-2.0075310279
